"","PercProtected","ResourceMobility","ProtectedCC","WorkingCC","MeanPayoff","meanTimeWorking"
"244",0.8,0.65,0.01315,0.024525,0.7925,0.965546512814998
"245",0.85,0.65,0.0125,0.0292,0.8915,0.965902163847988
"246",0.9,0.65,0.0112611111111111,0.0469000000000001,0.7375,0.966741567621295
"247",0.95,0.65,0.0116842105263158,0.1083,0.801,0.968259727004781
"248",0.05,0.7,0.1888,0.00541052631578947,0.6895,0.970959369605126
"249",0.1,0.7,0.10815,0.00600555555555556,0.8955,0.969661162031161
"250",0.15,0.7,0.0707666666666667,0.00599411764705882,0.797,0.968331586899114
"251",0.2,0.7,0.045825,0.0067375,0.5525,0.967815581413302
"252",0.25,0.7,0.0398,0.00542666666666667,0.983,0.967996429742626
"253",0.3,0.7,0.0300166666666667,0.00742857142857143,0.6865,0.963396500043421
"254",0.35,0.7,0.7113,0.209892307692308,17,0.966874358528965
"255",0.4,0.7,0.824925,0.334191666666667,17,0.966265980099456
"256",0.45,0.7,0.913877777777778,0.4796,17,0.965888447788831
"257",0.5,0.7,0.98788,0.64932,17,0.963256962846055
"258",0.55,0.7,0.835718181818182,0.622222222222222,17,0.9675713402413
"259",0.6,0.7,0.701916666666667,0.575,17,0.966309504539987
"260",0.65,0.7,0.527907692307692,0.514285714285714,17,0.96767896099549
"261",0.7,0.7,0.355064285714286,0.433333333333333,17,0.968079061715603
"262",0.75,0.7,0.0134533333333333,0.0177,0.881,0.965232593751457
"263",0.8,0.7,0.01375,0.02805,0.75,0.964252129823658
"264",0.85,0.7,0.0118882352941176,0.0321666666666667,0.835,0.966252915077604
"265",0.9,0.7,0.0114833333333333,0.0520500000000001,0.745,0.968226370043602
"266",0.95,0.7,0.0102157894736842,0.0773999999999999,0.8885,0.970354475243604
"267",0.05,0.75,0.2028,0.00536315789473684,0.7395,0.967182726435182
"268",0.1,0.75,0.0997,0.00538333333333333,0.843,0.967222374028867
"269",0.15,0.75,0.063,0.00634705882352941,0.827,0.966020721748809
"270",0.2,0.75,0.048325,0.00710625,0.798,0.964697374996156
"271",0.25,0.75,0.03968,0.00715333333333333,0.7315,0.964779936111043
"272",0.3,0.75,0.0291166666666667,0.00880714285714286,0.6895,0.968708406049694
"273",0.35,0.75,0.725028571428571,0.228646153846154,17,0.967127152336517
"274",0.4,0.75,0.833875,0.346125,17,0.968495346365619
